"hfpxzc href","qBF1Pd","MW4etd","AJB7ye 2","W4Efsd","W4Efsd 3","W4Efsd 5","p0Hhde src"
"https://www.google.com/maps/place/Sahabat+Selera/data=!4m7!3m6!1s0x2dd80f9dee0e8eab:0x53f61f16cbfbef55!8m2!3d-7.0106118!4d112.7636572!16s%2Fg%2F1pzqwl45j!19sChIJq44O7p0P2C0RVe_7yxYf9lM?authuser=0&hl=en&rclk=1","Sahabat Selera","4.2","","Chicken","XQQ7+QF3, Jl. Raya Bancaran","⋅ 12 AM ⋅ Opens 5 PM Mon","https://lh5.googleusercontent.com/p/AF1QipMhzPS3dbn8zz3zsRlf0vp67o-kMwo4gZse2RzK=w163-h92-k-no"
"https://www.google.com/maps/place/Warung+Mbak+Lilis/data=!4m7!3m6!1s0x2dd8032e44ea2c81:0x97b3af61e384e0c4!8m2!3d-7.1527246!4d112.7163202!16s%2Fg%2F11gtymmm0m!19sChIJgSzqRC4D2C0RxOCE42Gvs5c?authuser=0&hl=en&rclk=1","Warung Mbak Lilis","4.0","","Diner","RPW8+WG8, Jl. Trunojoyo","⋅ Opens 7 AM Mon","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XJY3qEAMq4-Z47Bq9F5mxA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=72.00497&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Warung+Lesehan+Nusa+Indah/data=!4m7!3m6!1s0x2dd805927b2dc465:0x78ce4e83c39fb608!8m2!3d-7.0364688!4d112.7425673!16s%2Fg%2F1hm2tr232!19sChIJZcQte5IF2C0RCLafw4NOzng?authuser=0&hl=en&rclk=1","Warung Lesehan Nusa Indah","3.9","","Javanese restaurant","Jl. KHM. Kholil No.105","⋅ Opens 11 AM Mon","https://lh5.googleusercontent.com/p/AF1QipMLka1DTULXDr1E6c1Lw1vjkO3N9JnoPTaGaQhu=w122-h92-k-no"
"https://www.google.com/maps/place/Balado+Family+Restoran+-+Bangkalan/data=!4m7!3m6!1s0x2dd805744a6fc9d5:0xfff07d1b40759b6d!8m2!3d-7.0386062!4d112.7406572!16s%2Fg%2F11s34jjn7q!19sChIJ1clvSnQF2C0RbZt1QBt98P8?authuser=0&hl=en&rclk=1","Balado Family Restoran - Bangkalan","4.7","","Family-friendly","Jl. KH. Zainal Alim","⋅ Opens 7 AM Mon","https://lh5.googleusercontent.com/p/AF1QipOhY15edkN5xuQqj_tNcAD2uDg9VUe0kHQn4aWw=w163-h92-k-no"
"https://www.google.com/maps/place/warung+TeSoMad/data=!4m7!3m6!1s0x2dd802e7b39ac9df:0xddc71e14485451d5!8m2!3d-7.1525452!4d112.7839477!16s%2Fg%2F11csr0sf34!19sChIJ38mas-cC2C0R1VFUSBQex90?authuser=0&hl=en&rclk=1","warung TeSoMad","4.2","","Indonesian","madura, Accessroad Suramadu sisi Madura","⋅ Opens 9 AM Mon","https://lh5.googleusercontent.com/p/AF1QipNSX4BzrBTpH7xQvVF9I9roQk_R80HZnvBFuivB=w122-h92-k-no"
"https://www.google.com/maps/place/Rumah+makan+Ikan+Bakar+Gurame+%26+Nasi/data=!4m7!3m6!1s0x2dd805851ef9423b:0x134809648679bc93!8m2!3d-7.0426986!4d112.7173867!16s%2Fg%2F11smksn_z_!19sChIJO0L5HoUF2C0Rk7x5hmQJSBM?authuser=0&hl=en&rclk=1","Rumah makan Ikan Bakar Gurame & Nasi","4.7","","Family-friendly","XP48+WXC","⋅ Opens 7 AM Mon","https://lh5.googleusercontent.com/p/AF1QipOv4jctFDeuZ-O5fRCPaolV1FEmDc59EgPpSz9T=w92-h92-k-no"
"https://www.google.com/maps/place/BEBEK+goreng+cabang+PURNAMA+UTM+Kamal+Bangkalan/data=!4m7!3m6!1s0x2dd803f212c069e7:0xc336034a31dbe607!8m2!3d-7.1253541!4d112.722684!16s%2Fg%2F11smhcgqtw!19sChIJ52nAEvID2C0RB-bbMUoDNsM?authuser=0&hl=en&rclk=1","BEBEK goreng cabang PURNAMA UTM Kamal Bangkalan","5.0","","Nasi restaurant","VPFF+R4W","","https://lh5.googleusercontent.com/p/AF1QipOEjNWioiq-AC-nfSovfnm2akZmLFDt8ZtLFHHm=w163-h92-k-no"
"https://www.google.com/maps/place/Warung+Sapa+Kira/data=!4m7!3m6!1s0x2dd80226c239b5cd:0xc33f73cc995a547f!8m2!3d-7.161113!4d112.7192231!16s%2Fg%2F11b6dfklk6!19sChIJzbU5wiYC2C0Rf1RamcxzP8M?authuser=0&hl=en&rclk=1","Warung Sapa Kira","4.0","","Indonesian","RPQ9+HM5, Jl. Kusuma Bangsa","⋅ Opens 8 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPSEAqQI67S7tBghNDP7HYl-fQKE8fU6RUjy4KG=w163-h92-k-no"
"https://www.google.com/maps/place/Warung+APKL+Bang+To/data=!4m7!3m6!1s0x2dd805ed5c624a4b:0x5db06226013e0d64!8m2!3d-7.0381057!4d112.7391612!16s%2Fg%2F11hbkgmhhv!19sChIJS0piXO0F2C0RZA0-ASZisF0?authuser=0&hl=en&rclk=1","Warung APKL Bang To","4.6","","Restaurant","Jl. KH. Zainal Alim","⋅ Opens 9 AM Mon","https://lh5.googleusercontent.com/p/AF1QipMqNMmA5CuGsctE_BYPN7fcueveFeMD9zfOrHed=w80-h106-k-no"
"https://www.google.com/maps/place/Warung+Barokah/data=!4m7!3m6!1s0x2dd803e7091c2bc9:0x35d134de133df6a2!8m2!3d-7.125402!4d112.7238957!16s%2Fg%2F11g4j6g2d2!19sChIJySscCecD2C0RovY9E9400TU?authuser=0&hl=en&rclk=1","Warung Barokah","4.5","","Restaurant","VPFF+RHJ","","https://lh5.googleusercontent.com/p/AF1QipNlD3G2t44y8HPhOTLXTzRiutppQSJEHcU6fkAz=w80-h142-k-no"
"https://www.google.com/maps/place/Soto+Ayam+Seger+%26+Nasi+Pecel+%22NYAMAN%22/data=!4m7!3m6!1s0x2dd803f8af41024f:0x1fc2a0bf8f7a11e2!8m2!3d-7.1252802!4d112.718156!16s%2Fg%2F11hf4wj9cr!19sChIJTwJBr_gD2C0R4hF6j7-gwh8?authuser=0&hl=en&rclk=1","Soto Ayam Seger & Nasi Pecel ""NYAMAN""","4.5","","Soto restaurant","VPF9+V8V, Jalan raya Jl. Raya Telang No.unijoyo 33","⋅ Opens 6:30 AM Mon","https://lh5.googleusercontent.com/p/AF1QipM_PPwGjDLS6GKQoCzBHu3RbH8rQIiBc3FaSgI=w122-h92-k-no"
"https://www.google.com/maps/place/Warung+Sederhana/data=!4m7!3m6!1s0x2dd8021a3589cc2f:0x86a33950337018aa!8m2!3d-7.1735711!4d112.7244236!16s%2Fg%2F11g6m2hkvv!19sChIJL8yJNRoC2C0RqhhwM1A5o4Y?authuser=0&hl=en&rclk=1","Warung Sederhana","4.4","","Diner","Jl. Raya Kamal","⋅ Opens 8 AM Mon","https://lh5.googleusercontent.com/p/AF1QipNrIIyy7dZfxTW02lU6cycVC5IW7t89CvxjlGFC=w80-h142-k-no"
"https://www.google.com/maps/place/Warung+Bude/data=!4m7!3m6!1s0x2dd8033a4b3e7fed:0x8455347750949d02!8m2!3d-7.1562933!4d112.7230844!16s%2Fg%2F11g1ml4ygd!19sChIJ7X8-SzoD2C0RAp2UUHc0VYQ?authuser=0&hl=en&rclk=1","Warung Bude","5.0","","Indonesian","RPVF+F6P, Unnamed Road","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=B0nAz-WzVh33eh0Fn7V8ow&cb_client=search.gws-prod.gps&w=80&h=92&yaw=257.5959&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Dapur+anugrah+gembul/data=!4m7!3m6!1s0x2dd803e20974a891:0x8008819dd774c51f!8m2!3d-7.1351401!4d112.7171189!16s%2Fg%2F11sprmh91s!19sChIJkah0CeID2C0RH8V0152BCIA?authuser=0&hl=en&rclk=1","Dapur anugrah gembul","","","Restaurant","Perumahan griya anugrah, Blk. C1 No.10","","https://lh5.googleusercontent.com/p/AF1QipMCUiUiAKnBOF3LR5mOsty26afS5px4mzIBhaA=w80-h173-k-no"
"https://www.google.com/maps/place/Depot+Cinta/data=!4m7!3m6!1s0x2dd80103b16d43e3:0xae40b755c1b29eac!8m2!3d-7.1251435!4d112.7131733!16s%2Fg%2F11f7b47gww!19sChIJ40NtsQMB2C0RrJ6ywVW3QK4?authuser=0&hl=en&rclk=1","Depot Cinta","4.2","","Diner","VPF7+W7V, Jl. Trunojoyo","⋅ Opens 7:30 AM Mon","https://lh5.googleusercontent.com/p/AF1QipMx8V-iOvTvGGNZiVrimDQdD_BWJD9eoWkkVIvu=w163-h92-k-no"
"https://www.google.com/maps/place/Nasi+Campur/data=!4m7!3m6!1s0x2dd8015fa61f5fa7:0xe518a501236c0e03!8m2!3d-7.1254254!4d112.7129546!16s%2Fg%2F1hm35t3mw!19sChIJp18fpl8B2C0RAw5sIwGlGOU?authuser=0&hl=en&rclk=1","Nasi Campur","3.8","","Diner","VPF7+R5G, Jl. Trunojoyo","⋅ Opens 8 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPjMUORtkLrV7YHsPXDuGaSuDoBLPLDAqF1fZdQ=w122-h92-k-no"
"https://www.google.com/maps/place/Warung+Makan+Mas+Broo/data=!4m7!3m6!1s0x2dd8033cf72c9e03:0x29c05279a39cf1c7!8m2!3d-7.168268!4d112.7217462!16s%2Fg%2F11sxvwcdgk!19sChIJA54s9zwD2C0Rx_Gco3lSwCk?authuser=0&hl=en&rclk=1","Warung Makan Mas Broo","","","Brunch","Bedak Utara Perumahan, Jl. Pjka No.16, RT.01/RW.01","⋅ Opens 7 AM Mon","https://lh5.googleusercontent.com/p/AF1QipMCFZpCG1DmIS4h-9PFGr6yo68N155UwsI4o4yv=w122-h92-k-no"
"https://www.google.com/maps/place/Rumah+makan+resto+kembar/data=!4m7!3m6!1s0x2dd805fab8110677:0xfb25c6070c525e5!8m2!3d-7.0929185!4d112.7587748!16s%2Fg%2F11mjr0g8g1!19sChIJdwYRuPoF2C0R5SXFcGBcsg8?authuser=0&hl=en&rclk=1","Rumah makan resto kembar","5.0","","Restaurant","WQ45+RGJ, Jalan Parseh Selatan","","https://lh5.googleusercontent.com/p/AF1QipMu5oKMkVzKnUSVVdRu5rH_xqq9FNnKKINxr2th=w113-h92-k-no"
"https://www.google.com/maps/place/Rujak+Soto+Erlina/data=!4m7!3m6!1s0x2dd803fca5697cbf:0xf4f1d579355088fb!8m2!3d-7.1616194!4d112.7252308!16s%2Fg%2F11gh_4l4hh!19sChIJv3xppfwD2C0R-4hQNXnV8fQ?authuser=0&hl=en&rclk=1","Rujak Soto Erlina","4.9","","Soto restaurant","RPQG+935, Unnamed Road","⋅ Opens 8 AM Mon","https://lh5.googleusercontent.com/p/AF1QipN63gwq4B0FdyjiwASAQ6JmTbZ5A0SCo4Cr_Upi=w184-h92-k-no"
"https://www.google.com/maps/place/Warung+Sewel+Bu+Fat/data=!4m7!3m6!1s0x2dd8021bbb887b1f:0x4e1a2a32a6f9aa72!8m2!3d-7.1738551!4d112.72295!16s%2Fg%2F11bxg5_7h4!19sChIJH3uIuxsC2C0Rcqr5pjIqGk4?authuser=0&hl=en&rclk=1","Warung Sewel Bu Fat","4.5","$","Restaurant","RPGF+F54, Jalan Pesisir Pantai Kejawan","⋅ Opens 10 AM Mon","https://lh5.googleusercontent.com/p/AF1QipNVZa1l8_SGWmGuE84z7k1hyE2QbZA8vGgZRHs8=w80-h106-k-no"
"https://www.google.com/maps/place/Nasi+Bebek+Sinjay+Madura/data=!4m7!3m6!1s0x2dd8053928f2391b:0xd403e0e488f3cc5b!8m2!3d-7.03142!4d112.7521388!16s%2Fg%2F11h5ryg4nq!19sChIJGznyKDkF2C0RW8zziOTgA9Q?authuser=0&hl=en&rclk=1","Nasi Bebek Sinjay Madura","4.5","","Restaurant","Jl. Mayjen Sungkono Gg. I No.5, RT.2/RW.06","⋅ Opens 9 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPVOEL3xFVdMYgu3brz6fbRZ3cNOK_ciKU21zA=w80-h106-k-no"
"https://www.google.com/maps/place/Aladdin+Resto+%26+Cafe/data=!4m7!3m6!1s0x2dd805740e73e0ed:0xd238781fadfc1d72!8m2!3d-7.0433832!4d112.7378024!16s%2Fg%2F11fqc8cqcz!19sChIJ7eBzDnQF2C0Rch38rR94ONI?authuser=0&hl=en&rclk=1","Aladdin Resto & Cafe","4.3","$$","Restaurant","Jl. Soekarno Hatta No.8","⋅ Opens 9 AM Mon","https://lh5.googleusercontent.com/p/AF1QipOc46VsRUQNseBwZIGvL8BGMI-NVFhAUAF1kFr1=w163-h92-k-no"
"https://www.google.com/maps/place/Eat+Corner/data=!4m7!3m6!1s0x2dd80555cf63b9c1:0x9bbd186eb094e912!8m2!3d-7.0382207!4d112.7411887!16s%2Fg%2F11h5vhmrwl!19sChIJwbljz1UF2C0REumUsG4YvZs?authuser=0&hl=en&rclk=1","Eat Corner","4.2","","Restaurant","Radja Cell Utara Lampu Merah, Jl. KH. Mohamad Kholil","⋅ Opens 10 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPEc1zobHmCITDmVKVQLVlExlIVJXT0WPkK1hJM=w80-h106-k-no"
"https://www.google.com/maps/place/Rumah+Makan+Masakan+Padang/data=!4m7!3m6!1s0x2dd8059341a19b87:0x1541541e3393f1a5!8m2!3d-7.0399638!4d112.740433!16s%2Fg%2F1hm2msncf!19sChIJh5uhQZMF2C0RpfGTMx5UQRU?authuser=0&hl=en&rclk=1","Rumah Makan Masakan Padang","4.5","","Padang restaurant","Jl. Raya Teuku Umar 69151 No.1, RT.01","⋅ Opens 9 AM Mon","https://lh5.googleusercontent.com/p/AF1QipOvaSTq4DG8jiFOOGfsmZfWTv6EAuRtpahgGkvm=w163-h92-k-no"
"https://www.google.com/maps/place/Warung+Bu/data=!4m7!3m6!1s0x2dd803e696e962c9:0xd56733881c963945!8m2!3d-7.1619491!4d112.7279109!16s%2Fg%2F11q1v7wv29!19sChIJyWLpluYD2C0RRTmWHIgzZ9U?authuser=0&hl=en&rclk=1","Warung Bu","5.0","","Nasi restaurant","RPQH+65F","","https://lh5.googleusercontent.com/p/AF1QipOGQgRuK91af_8RksgIUugt9FlYvbaO77RVDEOK=w80-h173-k-no"
"https://www.google.com/maps/place/Warung+Emak/data=!4m7!3m6!1s0x2dd8037a73b383db:0x7de4acd37e0328e!8m2!3d-7.1564759!4d112.7230901!16s%2Fg%2F11gjhb37zy!19sChIJ24Ozc3oD2C0RjjLgN81K3gc?authuser=0&hl=en&rclk=1","Warung Emak","4.7","","Restaurant","RPVF+C64","⋅ Opens 10 AM Mon","https://lh5.googleusercontent.com/p/AF1QipMKN28T-IIxI_jqSknqxTD8VQJ5ikhsIamn-Ovs=w80-h106-k-no"
"https://www.google.com/maps/place/Warung+Syahril/data=!4m7!3m6!1s0x2dd80324da10ddad:0xd8de8f3c4934d1d0!8m2!3d-7.1250253!4d112.7129852!16s%2Fg%2F11g1vf58b7!19sChIJrd0Q2iQD2C0R0NE0STyP3tg?authuser=0&hl=en&rclk=1","Warung Syahril","4.0","","Diner","Jl. Raya Telang No.12","⋅ 12 AM ⋅ Opens 11 AM Mon","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xjUG7MmCsB6HWD4vkadHiw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=260.68475&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Warung+Penyetan+SEDAP+MALAM/data=!4m7!3m6!1s0x2dd8021924225e15:0x6184f8d677500b97!8m2!3d-7.1702923!4d112.7222468!16s%2Fg%2F11ddxx_r54!19sChIJFV4iJBkC2C0RlwtQd9b4hGE?authuser=0&hl=en&rclk=1","Warung Penyetan SEDAP MALAM","4.3","","Nasi goreng restaurant","RPHC+VVQ","⋅ Closes 1 AM","https://lh5.googleusercontent.com/p/AF1QipOCaM_E-HUumXnioQgkSxVwP_udg7VskdZ6gahY=w163-h92-k-no"
"https://www.google.com/maps/place/Bakso+Solo+21+Cabang+Skepay+Kwanyar/data=!4m7!3m6!1s0x2dd80221f881244d:0xb79f34cfe32f0084!8m2!3d-7.1669877!4d112.7211813!16s%2Fg%2F11c67xmx7b!19sChIJTSSB-CEC2C0RhAAv4880n7c?authuser=0&hl=en&rclk=1","Bakso Solo 21 Cabang Skepay Kwanyar","4.3","$","Bakso restaurant","RPMC+6F3, Jl. Raya Kamal","⋅ Opens 9 AM Mon","https://lh5.googleusercontent.com/p/AF1QipNpVCutkyZFJ2H7g0PDr31DEMZB9O6yJR5dcKoP=w122-h92-k-no"
"https://www.google.com/maps/place/Warung+Citra+Rasa,/data=!4m7!3m6!1s0x2dd80226f9d6a561:0x4b75297db553887!8m2!3d-7.1665565!4d112.7210931!16s%2Fg%2F11ckpy3bk2!19sChIJYaXW-SYC2C0RhzhV25dStwQ?authuser=0&hl=en&rclk=1","Warung Citra Rasa,","4.6","","Soto ayam restaurant","RPMC+9CG, Jl. Trunojoyo","⋅ Opens 4:15 PM Mon","https://lh5.googleusercontent.com/p/AF1QipNDHxJst7llwKwJsZqRa7JoRkjq_gD11DAxnsZN=w163-h92-k-no"
"https://www.google.com/maps/place/Rujak+%22+NARUTO+BOK+IT+%22/data=!4m7!3m6!1s0x2dd80334398be435:0x19ad5f4a88a0a9d5!8m2!3d-7.1599932!4d112.7238099!16s%2Fg%2F11rb3sg2w7!19sChIJNeSLOTQD2C0R1amgiEpfrRk?authuser=0&hl=en&rclk=1","Rujak "" NARUTO BOK IT ""","4.9","","Brunch","RPRF+2G3, Jl. Taloon Permai, Kamaltalon BLOK K","","https://lh5.googleusercontent.com/p/AF1QipOti2iaG_eFwboBtXQ7nyW9wOgp3OPv44zzQ5gz=w80-h142-k-no"
"https://www.google.com/maps/place/Warung+Sambal+Dadak+Trunojoyo/data=!4m7!3m6!1s0x2dd803c4fc08cc03:0x7531158b8cc4cb4c!8m2!3d-7.1253773!4d112.7164388!16s%2Fg%2F11s9xmmc4c!19sChIJA8wI_MQD2C0RTMvEjIsVMXU?authuser=0&hl=en&rclk=1","Warung Sambal Dadak Trunojoyo","","","Restaurant","Jl. Raya Telang No.13-7","","https://lh5.googleusercontent.com/p/AF1QipOi1eWUiXboVS_3JHoZ-NPb3_eRzO6lP0zuPKSW=w163-h92-k-no"
"https://www.google.com/maps/place/Warung+Nasi+Penjara/data=!4m7!3m6!1s0x2dd80f4eca1a139f:0xf34049c90d8f9230!8m2!3d-7.0223385!4d112.7468159!16s%2Fg%2F11rxrl_mh6!19sChIJnxMayk4P2C0RMJKPDclJQPM?authuser=0&hl=en&rclk=1","Warung Nasi Penjara","4.9","","Nasi restaurant","Jl. Pertempuran No.35","⋅ Closes 4 AM","https://lh5.googleusercontent.com/p/AF1QipOn87mLsyWQJ52PjjqNY9NWWO_60yZ_zNDrF7w9=w122-h92-k-no"
"https://www.google.com/maps/place/WARUNG+LAMONGAN+%22+CAK+HUDI+%22/data=!4m7!3m6!1s0x2dd80395a8365b03:0x3e50323bf2bc5101!8m2!3d-7.153933!4d112.7165844!16s%2Fg%2F11h0c1sxl6!19sChIJA1s2qJUD2C0RAVG88jsyUD4?authuser=0&hl=en&rclk=1","WARUNG LAMONGAN "" CAK HUDI ""","3.3","","Indonesian","Jl. Trunojoyo","⋅ Opens 11 AM Mon","https://lh5.googleusercontent.com/p/AF1QipP24_kUJaFwMNfV4X5gYyuehzRbxUoi1T_dvMgt=w80-h142-k-no"
"https://www.google.com/maps/place/Warung+Susi/data=!4m7!3m6!1s0x2dd805bca50fb211:0xe40e081e0d3813d6!8m2!3d-7.0500332!4d112.7501465!16s%2Fg%2F11cp5z7q5h!19sChIJEbIPpbwF2C0R1hM4DR4IDuQ?authuser=0&hl=en&rclk=1","Warung Susi","4.3","","Restaurant","WQX2+X3J","⋅ Opens 7:15 AM Mon","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0u7nuklLN8kmXgSBu5EFzQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=299.80902&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Dapur+Raddhin/data=!4m7!3m6!1s0x2dd8013fe6c837d7:0xae28c0f256ae66bf!8m2!3d-7.1296215!4d112.7130117!16s%2Fg%2F11s658tg7_!19sChIJ1zfI5j8B2C0Rv2auVvLAKK4?authuser=0&hl=en&rclk=1","Dapur Raddhin","5.0","","Indonesian","VPC7+562, Jl. Trunojoyo","⋅ Opens 9 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPZQBsxcDA_w4bwnnhQMz2lOiMMotW2Iq-IH107=w80-h109-k-no"
"https://www.google.com/maps/place/WARUNG+NASI+PECEL+%26+CAMPUR+UMMI+FADHILAH/data=!4m7!3m6!1s0x2dd8034481b576e3:0x10117d332ef0b2ae!8m2!3d-7.1634269!4d112.7222976!16s%2Fg%2F11jmgjx2kz!19sChIJ43a1gUQD2C0RrrLwLjN9ERA?authuser=0&hl=en&rclk=1","WARUNG NASI PECEL & CAMPUR UMMI FADHILAH","5.0","","Restaurant","Jl. Kusuma Bangsa, RT.005/RW.001","⋅ Opens 6 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPjhAsUc0ZjEUPjDlwmesGlguSAFNLUai4sx-IE=w123-h92-k-no"
"https://www.google.com/maps/place/Batu+Layar+Resto+%26+Art+Gallery/data=!4m7!3m6!1s0x2dd805146715b901:0xb37b8dbb1295da2b!8m2!3d-7.0480082!4d112.7239455!16s%2Fg%2F11py_h09rb!19sChIJAbkVZxQF2C0RK9qVEruNe7M?authuser=0&hl=en&rclk=1","Batu Layar Resto & Art Gallery","4.5","","Restaurant","Jl. Kini Balu","⋅ Opens 8 AM Mon","https://lh5.googleusercontent.com/p/AF1QipOzF0TVhd5lzlOIS38-AIB1jWwybc9yYAxQ8ADR=w122-h92-k-no"
"https://www.google.com/maps/place/Warung+Nasi+KORLABADA/data=!4m7!3m6!1s0x2dd80229b684d0f5:0x20182fca8a625bde!8m2!3d-7.1548332!4d112.7169173!16s%2Fg%2F11bzr836_z!19sChIJ9dCEtikC2C0R3ltiisovGCA?authuser=0&hl=en&rclk=1","Warung Nasi KORLABADA","4.2","","East Javanese restaurant","RPW8+3Q7, Jl. Trunojoyo","⋅ Opens 6 AM Mon","https://lh5.googleusercontent.com/p/AF1QipN1s-ond7WYdXpitK8GB3kLWZhGFW010atLvDlj=w163-h92-k-no"
"https://www.google.com/maps/place/M2M+KAMAL/data=!4m7!3m6!1s0x2dd8035ff20d7785:0xf82273fd0edf6669!8m2!3d-7.12547!4d112.7185567!16s%2Fg%2F11jgh6cqtr!19sChIJhXcN8l8D2C0RaWbfDv1zIvg?authuser=0&hl=en&rclk=1","M2M KAMAL","4.4","","Restaurant","Jl. Raya Telang","⋅ Opens 9 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPdcl54MQY3nNFOSax-ESFUFixk4O2hRJbHMcCB=w163-h92-k-no"
"https://www.google.com/maps/place/Warung+Olala/data=!4m7!3m6!1s0x2dd803c9543ea693:0x72a151357dcc6122!8m2!3d-7.1266329!4d112.726409!16s%2Fg%2F11h27y55b5!19sChIJk6Y-VMkD2C0RImHMfTVRoXI?authuser=0&hl=en&rclk=1","Warung Olala","3.0","","Restaurant","Perumahan Telang Indah II","⋅ Opens 7 AM Mon","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XKuOFSRsVTIerqslUpSByw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=220.74951&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Rusmini+Warung+Nasi+Bebek/data=!4m7!3m6!1s0x2dd80356c6d3ece3:0x295145596a600c51!8m2!3d-7.1297286!4d112.7773773!16s%2Fg%2F11f5l_mm3n!19sChIJ4-zTxlYD2C0RUQxgallFUSk?authuser=0&hl=en&rclk=1","Rusmini Warung Nasi Bebek","4.0","","Javanese restaurant","VQCG+4X2","","https://lh5.googleusercontent.com/p/AF1QipMi1kZaaNcjE3_7bBYjdkQS2yyKSHdL5go-wz6G=w122-h92-k-no"
"https://www.google.com/maps/place/Warung+bu+muhyi/data=!4m7!3m6!1s0x2dd80191c6c28a59:0xef4f9c78737eff6c!8m2!3d-7.1271216!4d112.7131546!16s%2Fg%2F11fr32_gg0!19sChIJWYrCxpEB2C0RbP9-c3icT-8?authuser=0&hl=en&rclk=1","Warung bu muhyi","4.2","","Nasi restaurant","Jl. Trunojoyo gang buntu","⋅ Opens 6:30 AM Mon","https://lh5.googleusercontent.com/p/AF1QipN1Om6IsFZoxEqsPHNahmPfnEA_HMn3lwCmsNWk=w80-h106-k-no"
"https://www.google.com/maps/place/Kuliner+bangkalan/data=!4m7!3m6!1s0x2dd80ffed936762f:0xa1ccf4a764d2d5f5!8m2!3d-7.0101727!4d112.7641481!16s%2Fg%2F11sc2wnyj8!19sChIJL3Y22f4P2C0R9dXSZKf0zKE?authuser=0&hl=en&rclk=1","Kuliner bangkalan","5.0","","Restaurant","Jl. Raya Bancaran","⋅ Opens 6 AM Mon","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cUcMbgX4OCe7lU4OvbZIUQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=351.23425&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/M+Cafe+%26+Resto/data=!4m7!3m6!1s0x2dd80592fb408149:0x51efaf8bcd2c97bc!8m2!3d-7.0379289!4d112.741211!16s%2Fg%2F11bwfmczyv!19sChIJSYFA-5IF2C0RvJcszYuv71E?authuser=0&hl=en&rclk=1","M Cafe & Resto","4.0","$$","Cafe","XP6R+RFG","⋅ 11:30 PM ⋅ Opens 10 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPYADDfLKalF2QuZ1I-01p1fEDOWuN0l1bPGnNV=w163-h92-k-no"
"https://www.google.com/maps/place/Warung+Syahira/data=!4m7!3m6!1s0x2dd801dd2de80bdf:0x9576e6363ae3e2da!8m2!3d-7.1269976!4d112.7132112!16s%2Fg%2F11n1h6vdzb!19sChIJ3wvoLd0B2C0R2uLjOjbmdpU?authuser=0&hl=en&rclk=1","Warung Syahira","5.0","","Breakfast","Jl. Trunojoyo","⋅ Opens 6:30 AM Mon","https://lh5.googleusercontent.com/p/AF1QipMFT1BEofpB2KD90Ys-IHK-d3uAXfejYFtKHhvM=w80-h142-k-no"
"https://www.google.com/maps/place/Warung+Andrian/data=!4m7!3m6!1s0x2dd8016de6f92b41:0xc0f58db6323dbaf7!8m2!3d-7.127135!4d112.7130274!16s%2Fg%2F11h49k7rzz!19sChIJQSv55m0B2C0R97o9MraN9cA?authuser=0&hl=en&rclk=1","Warung Andrian","4.0","","Diner","VPF7+46R, Jl. Nasional 21","⋅ 12 AM ⋅ Opens 6 AM Mon","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=e-M_-GerlSHwp5wwaunAEQ&cb_client=search.gws-prod.gps&w=80&h=92&yaw=231.6721&pitch=0&thumbfov=100"
"https://www.google.com/maps/place/Malang+Pecel+Bu+Billy/data=!4m7!3m6!1s0x2dd803e020a589cf:0x761bba284a4493e!8m2!3d-7.1260335!4d112.7152436!16s%2Fg%2F11fzyxs9j7!19sChIJz4mlIOAD2C0RPkmkhKK7YQc?authuser=0&hl=en&rclk=1","Malang Pecel Bu Billy","4.4","$","Nasi restaurant","Unnamed Road, 69162","⋅ Opens 7 AM Mon","https://lh5.googleusercontent.com/p/AF1QipPxqyPsT-w0f87fDbFERDyyBfdcsuth2KdELmys=w122-h92-k-no"
